year,uf,sex,age_group,persons_married
2012,ES,male,65+,294
2012,ES,male,<15,2
2012,ES,male,unknown,0
2012,GO,female,15,21
2012,GO,female,16,1097
2012,GO,female,17,1364
2012,GO,female,18,1974
2012,GO,female,19,1996
2012,GO,female,20-24,10404
2012,GO,female,25-29,9209
2012,GO,female,30-34,6072
2012,GO,female,35-39,3607
2012,GO,female,40-44,2298
2012,GO,female,45-49,1534
2012,GO,female,50-54,925
2012,GO,female,55-59,499
2012,GO,female,60-64,277
2012,GO,female,65+,228
2012,GO,female,<15,13
2012,GO,female,unknown,46
2012,GO,male,15,1
2012,GO,male,16,34
2012,GO,male,17,112
2012,GO,male,18,489
2012,GO,male,19,892
2012,GO,male,20-24,9121
2012,GO,male,25-29,10576
2012,GO,male,30-34,7582
2012,GO,male,35-39,4456
2012,GO,male,40-44,2812
2012,GO,male,45-49,1927
2012,GO,male,50-54,1273
2012,GO,male,55-59,828
2012,GO,male,60-64,590
2012,GO,male,65+,823
2012,GO,male,<15,0
2012,GO,male,unknown,48
2012,MA,female,15,34
2012,MA,female,16,744
2012,MA,female,17,783
2012,MA,female,18,1089
2012,MA,female,19,1082
2012,MA,female,20-24,5535
2012,MA,female,25-29,5021
2012,MA,female,30-34,3297
2012,MA,female,35-39,1864
2012,MA,female,40-44,1185
2012,MA,female,45-49,785
2012,MA,female,50-54,475
2012,MA,female,55-59,258
2012,MA,female,60-64,161
2012,MA,female,65+,228
2012,MA,female,<15,20
2012,MA,female,unknown,55
2012,MA,male,15,5
2012,MA,male,16,24
2012,MA,male,17,93
2012,MA,male,18,289
2012,MA,male,19,532
2012,MA,male,20-24,5083
2012,MA,male,25-29,5501
2012,MA,male,30-34,3937
2012,MA,male,35-39,2357
2012,MA,male,40-44,1511
2012,MA,male,45-49,1014
2012,MA,male,50-54,664
2012,MA,male,55-59,483
2012,MA,male,60-64,356
2012,MA,male,65+,706
2012,MA,male,<15,6
2012,MA,male,unknown,55
2012,MG,female,15,62
2012,MG,female,16,2485
2012,MG,female,17,3068
2012,MG,female,18,4647
2012,MG,female,19,5123
2012,MG,female,20-24,30156
2012,MG,female,25-29,29749
2012,MG,female,30-34,18732
2012,MG,female,35-39,8829
2012,MG,female,40-44,5190
2012,MG,female,45-49,3470
2012,MG,female,50-54,2168
2012,MG,female,55-59,1199
2012,MG,female,60-64,645
2012,MG,female,65+,671
2012,MG,female,<15,26
2012,MG,female,unknown,8
2012,MG,male,15,5
2012,MG,male,16,48
2012,MG,male,17,216
2012,MG,male,18,994
2012,MG,male,19,1912
2012,MG,male,20-24,24009
2012,MG,male,25-29,33276
2012,MG,male,30-34,24221
2012,MG,male,35-39,11752
2012,MG,male,40-44,6767
2012,MG,male,45-49,4436
2012,MG,male,50-54,3030
2012,MG,male,55-59,1998
2012,MG,male,60-64,1344
2012,MG,male,65+,2202
2012,MG,male,<15,10
2012,MG,male,unknown,8
2012,MS,female,15,43
2012,MS,female,16,334
2012,MS,female,17,436
2012,MS,female,18,635
2012,MS,female,19,685
2012,MS,female,20-24,3418
2012,MS,female,25-29,3182
2012,MS,female,30-34,2085
2012,MS,female,35-39,1238
2012,MS,female,40-44,832
2012,MS,female,45-49,548
2012,MS,female,50-54,332
2012,MS,female,55-59,215
2012,MS,female,60-64,91
2012,MS,female,65+,85
2012,MS,female,<15,40
2012,MS,female,unknown,2
2012,MS,male,15,11
2012,MS,male,16,29
2012,MS,male,17,55
2012,MS,male,18,189
2012,MS,male,19,329
2012,MS,male,20-24,3030
2012,MS,male,25-29,3594
2012,MS,male,30-34,2532
2012,MS,male,35-39,1480
2012,MS,male,40-44,1012
2012,MS,male,45-49,679
2012,MS,male,50-54,439
2012,MS,male,55-59,290
2012,MS,male,60-64,220
2012,MS,male,65+,308
2012,MS,male,<15,1
2012,MS,male,unknown,3
2012,MT,female,15,7
2012,MT,female,16,492
2012,MT,female,17,503
2012,MT,female,18,734
2012,MT,female,19,688
2012,MT,female,20-24,3426
2012,MT,female,25-29,3062
2012,MT,female,30-34,2068
2012,MT,female,35-39,1244
2012,MT,female,40-44,783
2012,MT,female,45-49,551
2012,MT,female,50-54,342
2012,MT,female,55-59,190
2012,MT,female,60-64,96
2012,MT,female,65+,93
2012,MT,female,<15,3
2012,MT,female,unknown,34
2012,MT,male,15,1
2012,MT,male,16,14
2012,MT,male,17,49
2012,MT,male,18,195
2012,MT,male,19,305
2012,MT,male,20-24,3011
2012,MT,male,25-29,3515
2012,MT,male,30-34,2549
2012,MT,male,35-39,1565
2012,MT,male,40-44,1003
2012,MT,male,45-49,751
2012,MT,male,50-54,487
2012,MT,male,55-59,332
2012,MT,male,60-64,217
2012,MT,male,65+,287
2012,MT,male,<15,1
2012,MT,male,unknown,34
2012,PA,female,15,24
2012,PA,female,16,622
2012,PA,female,17,755
2012,PA,female,18,1147
2012,PA,female,19,1158
2012,PA,female,20-24,6802
2012,PA,female,25-29,6755
2012,PA,female,30-34,5045
2012,PA,female,35-39,3123
2012,PA,female,40-44,1953
2012,PA,female,45-49,1176
2012,PA,female,50-54,675
2012,PA,female,55-59,352
2012,PA,female,60-64,181
2012,PA,female,65+,235
2012,PA,female,<15,7
2012,PA,female,unknown,12
2012,PA,male,15,2
2012,PA,male,16,16
2012,PA,male,17,50
2012,PA,male,18,237
2012,PA,male,19,418
2012,PA,male,20-24,5427
2012,PA,male,25-29,7094
2012,PA,male,30-34,5889
2012,PA,male,35-39,3762
2012,PA,male,40-44,2590
2012,PA,male,45-49,1654
2012,PA,male,50-54,1048
2012,PA,male,55-59,712
2012,PA,male,60-64,428
2012,PA,male,65+,683
2012,PA,male,<15,0
2012,PA,male,unknown,12
2012,PB,female,15,23
2012,PB,female,16,679
2012,PB,female,17,780
2012,PB,female,18,968
2012,PB,female,19,1045
2012,PB,female,20-24,5562
2012,PB,female,25-29,4539
2012,PB,female,30-34,2904
2012,PB,female,35-39,1545
2012,PB,female,40-44,988
2012,PB,female,45-49,629
2012,PB,female,50-54,408
2012,PB,female,55-59,171
2012,PB,female,60-64,125
2012,PB,female,65+,163
2012,PB,female,<15,14
2012,PB,female,unknown,11
2012,PB,male,15,1
2012,PB,male,16,23
2012,PB,male,17,74
2012,PB,male,18,299
2012,PB,male,19,513
2012,PB,male,20-24,5026
2012,PB,male,25-29,5430
2012,PB,male,30-34,3624
2012,PB,male,35-39,1970
2012,PB,male,40-44,1128
2012,PB,male,45-49,797
2012,PB,male,50-54,493
2012,PB,male,55-59,361
2012,PB,male,60-64,253
2012,PB,male,65+,557
2012,PB,male,<15,2
2012,PB,male,unknown,3
2012,PE,female,15,29
2012,PE,female,16,1247
2012,PE,female,17,1344
2012,PE,female,18,1833
2012,PE,female,19,2072
2012,PE,female,20-24,11634
2012,PE,female,25-29,10725
2012,PE,female,30-34,7027
2012,PE,female,35-39,4120
2012,PE,female,40-44,2608
2012,PE,female,45-49,1910
2012,PE,female,50-54,1086
2012,PE,female,55-59,587
2012,PE,female,60-64,307
2012,PE,female,65+,308
2012,PE,female,<15,21
2012,PE,female,unknown,11
2012,PE,male,15,2
2012,PE,male,16,41
2012,PE,male,17,138
2012,PE,male,18,502
2012,PE,male,19,893
2012,PE,male,20-24,10059
2012,PE,male,25-29,12021
2012,PE,male,30-34,8313
2012,PE,male,35-39,4895
2012,PE,male,40-44,3147
2012,PE,male,45-49,2155
2012,PE,male,50-54,1533
2012,PE,male,55-59,1051
2012,PE,male,60-64,793
2012,PE,male,65+,1308
2012,PE,male,<15,4
2012,PE,male,unknown,14
2012,PI,female,15,35
2012,PI,female,16,381
2012,PI,female,17,415
2012,PI,female,18,519
2012,PI,female,19,547
2012,PI,female,20-24,2974
2012,PI,female,25-29,2829
2012,PI,female,30-34,1720
2012,PI,female,35-39,1012
2012,PI,female,40-44,611
2012,PI,female,45-49,427
2012,PI,female,50-54,290
2012,PI,female,55-59,112
2012,PI,female,60-64,68
2012,PI,female,65+,75
2012,PI,female,<15,11
2012,PI,female,unknown,93
2012,PI,male,15,2
2012,PI,male,16,13
2012,PI,male,17,39
2012,PI,male,18,141
2012,PI,male,19,236
2012,PI,male,20-24,2664
2012,PI,male,25-29,3159
2012,PI,male,30-34,2116
2012,PI,male,35-39,1199
2012,PI,male,40-44,747
2012,PI,male,45-49,534
2012,PI,male,50-54,370
2012,PI,male,55-59,290
2012,PI,male,60-64,193
2012,PI,male,65+,325
2012,PI,male,<15,0
2012,PI,male,unknown,91
2012,PR,female,15,72
2012,PR,female,16,1521
2012,PR,female,17,1954
2012,PR,female,18,2773
2012,PR,female,19,2901
2012,PR,female,20-24,15964
2012,PR,female,25-29,14002
2012,PR,female,30-34,8410
2012,PR,female,35-39,4401
2012,PR,female,40-44,2727
2012,PR,female,45-49,1953
2012,PR,female,50-54,1146
2012,PR,female,55-59,618
2012,PR,female,60-64,325
2012,PR,female,65+,307
2012,PR,female,<15,55
2012,PR,female,unknown,15
2012,PR,male,15,7
2012,PR,male,16,76
2012,PR,male,17,252
2012,PR,male,18,838
2012,PR,male,19,1350
2012,PR,male,20-24,13731
2012,PR,male,25-29,16190
2012,PR,male,30-34,10830
2012,PR,male,35-39,5765
2012,PR,male,40-44,3446
2012,PR,male,45-49,2244
2012,PR,male,50-54,1524
2012,PR,male,55-59,1093
2012,PR,male,60-64,743
2012,PR,male,65+,1041
2012,PR,male,<15,1
2012,PR,male,unknown,13
2012,RJ,female,15,19
2012,RJ,female,16,586
2012,RJ,female,17,1007
2012,RJ,female,18,2033
2012,RJ,female,19,2699
2012,RJ,female,20-24,19927
2012,RJ,female,25-29,21734
2012,RJ,female,30-34,15565
2012,RJ,female,35-39,8569
2012,RJ,female,40-44,5531
2012,RJ,female,45-49,3969
2012,RJ,female,50-54,2666
2012,RJ,female,55-59,1524
2012,RJ,female,60-64,837
2012,RJ,female,65+,760
2012,RJ,female,<15,13
2012,RJ,female,unknown,3
2012,RJ,male,15,1
2012,RJ,male,16,19
2012,RJ,male,17,79
2012,RJ,male,18,331
2012,RJ,male,19,803
2012,RJ,male,20-24,14149
2012,RJ,male,25-29,22660
2012,RJ,male,30-34,18129
2012,RJ,male,35-39,10215
2012,RJ,male,40-44,6639
2012,RJ,male,45-49,4765
2012,RJ,male,50-54,3358
2012,RJ,male,55-59,2355
2012,RJ,male,60-64,1622
2012,RJ,male,65+,2313
2012,RJ,male,<15,1
2012,RJ,male,unknown,3
2012,RN,female,15,10
2012,RN,female,16,316
2012,RN,female,17,383
2012,RN,female,18,610
2012,RN,female,19,647
2012,RN,female,20-24,3868
2012,RN,female,25-29,3875
2012,RN,female,30-34,2585
2012,RN,female,35-39,1415
2012,RN,female,40-44,873
2012,RN,female,45-49,548
2012,RN,female,50-54,278
2012,RN,female,55-59,157
2012,RN,female,60-64,87
2012,RN,female,65+,130
2012,RN,female,<15,5
2012,RN,female,unknown,15
2012,RN,male,15,2
2012,RN,male,16,13
2012,RN,male,17,46
2012,RN,male,18,155
2012,RN,male,19,263
2012,RN,male,20-24,3284
2012,RN,male,25-29,4196
2012,RN,male,30-34,3034
2012,RN,male,35-39,1749
2012,RN,male,40-44,1063
2012,RN,male,45-49,729
2012,RN,male,50-54,437
2012,RN,male,55-59,255
2012,RN,male,60-64,194
2012,RN,male,65+,367
2012,RN,male,<15,0
2012,RN,male,unknown,15
2012,RO,female,15,23
2012,RO,female,16,496
2012,RO,female,17,519
2012,RO,female,18,754
2012,RO,female,19,698
2012,RO,female,20-24,3029
2012,RO,female,25-29,2502
2012,RO,female,30-34,1801
2012,RO,female,35-39,1082
2012,RO,female,40-44,742
2012,RO,female,45-49,491
2012,RO,female,50-54,254
2012,RO,female,55-59,167
2012,RO,female,60-64,88
2012,RO,female,65+,78
2012,RO,female,<15,10
2012,RO,female,unknown,3
2012,RO,male,15,0
2012,RO,male,16,5
2012,RO,male,17,41
2012,RO,male,18,178
2012,RO,male,19,300
2012,RO,male,20-24,2817
2012,RO,male,25-29,3028
2012,RO,male,30-34,2219
2012,RO,male,35-39,1347
2012,RO,male,40-44,923
2012,RO,male,45-49,655
2012,RO,male,50-54,464
2012,RO,male,55-59,301
2012,RO,male,60-64,187
2012,RO,male,65+,268
2012,RO,male,<15,0
2012,RO,male,unknown,4
2012,RR,female,15,0
2012,RR,female,16,33
2012,RR,female,17,52
2012,RR,female,18,86
2012,RR,female,19,102
2012,RR,female,20-24,512
2012,RR,female,25-29,502
2012,RR,female,30-34,403
2012,RR,female,35-39,226
2012,RR,female,40-44,158
2012,RR,female,45-49,101
2012,RR,female,50-54,74
2012,RR,female,55-59,21
2012,RR,female,60-64,18
2012,RR,female,65+,14
2012,RR,female,<15,1
2012,RR,female,unknown,0
2012,RR,male,15,0
2012,RR,male,16,1
2012,RR,male,17,3
2012,RR,male,18,18
2012,RR,male,19,43
2012,RR,male,20-24,398
2012,RR,male,25-29,541
2012,RR,male,30-34,442
2012,RR,male,35-39,292
2012,RR,male,40-44,181
2012,RR,male,45-49,142
2012,RR,male,50-54,87
2012,RR,male,55-59,69
2012,RR,male,60-64,40
2012,RR,male,65+,46
2012,RR,male,<15,0
2012,RR,male,unknown,0
2012,RS,female,15,12
2012,RS,female,16,863
2012,RS,female,17,1055
2012,RS,female,18,1566
2012,RS,female,19,1566
2012,RS,female,20-24,9117
2012,RS,female,25-29,9845
2012,RS,female,30-34,7019
2012,RS,female,35-39,3487
2012,RS,female,40-44,2192
2012,RS,female,45-49,1579
2012,RS,female,50-54,1036
2012,RS,female,55-59,606
2012,RS,female,60-64,337
2012,RS,female,65+,277
2012,RS,female,<15,4
2012,RS,female,unknown,3
2012,RS,male,15,1
2012,RS,male,16,35
2012,RS,male,17,131
2012,RS,male,18,458
2012,RS,male,19,676
2012,RS,male,20-24,7541
2012,RS,male,25-29,10237
2012,RS,male,30-34,8337
2012,RS,male,35-39,4508
2012,RS,male,40-44,2814
2012,RS,male,45-49,1938
2012,RS,male,50-54,1402
2012,RS,male,55-59,926
2012,RS,male,60-64,635
2012,RS,male,65+,922
2012,RS,male,<15,0
2012,RS,male,unknown,3
2012,SC,female,15,4
2012,SC,female,16,578
2012,SC,female,17,809
2012,SC,female,18,1307
2012,SC,female,19,1327
2012,SC,female,20-24,8069
2012,SC,female,25-29,7785
2012,SC,female,30-34,4705
2012,SC,female,35-39,2355
2012,SC,female,40-44,1365
2012,SC,female,45-49,930
2012,SC,female,50-54,560
2012,SC,female,55-59,307
2012,SC,female,60-64,156
2012,SC,female,65+,116
2012,SC,female,<15,5
2012,SC,female,unknown,4
2012,SC,male,15,0
2012,SC,male,16,20
2012,SC,male,17,90
2012,SC,male,18,306
2012,SC,male,19,577
2012,SC,male,20-24,6373
2012,SC,male,25-29,8680
2012,SC,male,30-34,6163
2012,SC,male,35-39,3094
2012,SC,male,40-44,1797
2012,SC,male,45-49,1263
2012,SC,male,50-54,768
2012,SC,male,55-59,486
2012,SC,male,60-64,321
2012,SC,male,65+,441
2012,SC,male,<15,0
2012,SC,male,unknown,3
2012,SE,female,15,11
2012,SE,female,16,154
2012,SE,female,17,200
2012,SE,female,18,271
2012,SE,female,19,265
2012,SE,female,20-24,1880
2012,SE,female,25-29,2039
2012,SE,female,30-34,1351
2012,SE,female,35-39,730
2012,SE,female,40-44,441
2012,SE,female,45-49,280
2012,SE,female,50-54,170
2012,SE,female,55-59,84
2012,SE,female,60-64,38
2012,SE,female,65+,42
2012,SE,female,<15,5
2012,SE,female,unknown,4
2012,SE,male,15,0
2012,SE,male,16,12
2012,SE,male,17,19
2012,SE,male,18,61
2012,SE,male,19,120
2012,SE,male,20-24,1472
2012,SE,male,25-29,2142
2012,SE,male,30-34,1617
2012,SE,male,35-39,881
2012,SE,male,40-44,576
2012,SE,male,45-49,370
2012,SE,male,50-54,234
2012,SE,male,55-59,163
2012,SE,male,60-64,100
2012,SE,male,65+,193
2012,SE,male,<15,1
2012,SE,male,unknown,4
2012,SP,female,15,69
2012,SP,female,16,3413
2012,SP,female,17,4517
2012,SP,female,18,8386
2012,SP,female,19,9594
2012,SP,female,20-24,64073
2012,SP,female,25-29,72501
2012,SP,female,30-34,48238
2012,SP,female,35-39,24292
2012,SP,female,40-44,14198
2012,SP,female,45-49,9633
2012,SP,female,50-54,5953
2012,SP,female,55-59,3321
2012,SP,female,60-64,1773
2012,SP,female,65+,1330
2012,SP,female,<15,25
2012,SP,female,unknown,0
2012,SP,male,15,1
2012,SP,male,16,101
2012,SP,male,17,443
2012,SP,male,18,2004
2012,SP,male,19,3971
2012,SP,male,20-24,50849
2012,SP,male,25-29,75845
2012,SP,male,30-34,57625
2012,SP,male,35-39,30063
2012,SP,male,40-44,17763
2012,SP,male,45-49,11556
2012,SP,male,50-54,7792
2012,SP,male,55-59,5377
2012,SP,male,60-64,3391
2012,SP,male,65+,4534
2012,SP,male,<15,1
2012,SP,male,unknown,0
2012,TO,female,15,9
2012,TO,female,16,230
2012,TO,female,17,232
2012,TO,female,18,372
2012,TO,female,19,363
2012,TO,female,20-24,1738
2012,TO,female,25-29,1552
2012,TO,female,30-34,1092
2012,TO,female,35-39,658
2012,TO,female,40-44,382
2012,TO,female,45-49,272
2012,TO,female,50-54,146
2012,TO,female,55-59,94
2012,TO,female,60-64,54
2012,TO,female,65+,55
2012,TO,female,<15,1
2012,TO,female,unknown,3
2012,TO,male,15,0
2012,TO,male,16,5
2012,TO,male,17,15
2012,TO,male,18,80
2012,TO,male,19,143
2012,TO,male,20-24,1491
2012,TO,male,25-29,1843
2012,TO,male,30-34,1279
2012,TO,male,35-39,779
2012,TO,male,40-44,517
2012,TO,male,45-49,397
2012,TO,male,50-54,234
2012,TO,male,55-59,164
2012,TO,male,60-64,111
2012,TO,male,65+,190
2012,TO,male,<15,1
2012,TO,male,unknown,4
2013,AC,female,15,0
2013,AC,female,16,75
2013,AC,female,17,93
2013,AC,female,18,135
2013,AC,female,19,155
2013,AC,female,20-24,679
2013,AC,female,25-29,607
2013,AC,female,30-34,367
2013,AC,female,35-39,250
2013,AC,female,40-44,153
2013,AC,female,45-49,106
2013,AC,female,50-54,59
2013,AC,female,55-59,36
2013,AC,female,60-64,14
2013,AC,female,65+,15
2013,AC,female,<15,1
2013,AC,female,unknown,0
2013,AC,male,15,0
2013,AC,male,16,3
2013,AC,male,17,8
2013,AC,male,18,42
2013,AC,male,19,73
2013,AC,male,20-24,605
2013,AC,male,25-29,638
2013,AC,male,30-34,495
2013,AC,male,35-39,326
2013,AC,male,40-44,191
2013,AC,male,45-49,128
2013,AC,male,50-54,91
2013,AC,male,55-59,62
2013,AC,male,60-64,33
2013,AC,male,65+,50
2013,AC,male,<15,0
2013,AC,male,unknown,0
2013,AL,female,15,34
2013,AL,female,16,639
2013,AL,female,17,703
2013,AL,female,18,885
2013,AL,female,19,870
2013,AL,female,20-24,3989
2013,AL,female,25-29,3339
2013,AL,female,30-34,2181
2013,AL,female,35-39,1316
2013,AL,female,40-44,799
2013,AL,female,45-49,581
2013,AL,female,50-54,347
2013,AL,female,55-59,164
2013,AL,female,60-64,102
2013,AL,female,65+,72
2013,AL,female,<15,9
2013,AL,female,unknown,2
2013,AL,male,15,2
2013,AL,male,16,34
2013,AL,male,17,104
2013,AL,male,18,295
2013,AL,male,19,456
2013,AL,male,20-24,3842
2013,AL,male,25-29,3967
2013,AL,male,30-34,2581
2013,AL,male,35-39,1567
2013,AL,male,40-44,986
2013,AL,male,45-49,693
2013,AL,male,50-54,479
2013,AL,male,55-59,361
2013,AL,male,60-64,263
2013,AL,male,65+,397
2013,AL,male,<15,2
2013,AL,male,unknown,3
2013,AM,female,15,27
2013,AM,female,16,220
2013,AM,female,17,307
2013,AM,female,18,591
2013,AM,female,19,702
2013,AM,female,20-24,3903
2013,AM,female,25-29,4055
2013,AM,female,30-34,2974
2013,AM,female,35-39,1858
2013,AM,female,40-44,1124
2013,AM,female,45-49,771
2013,AM,female,50-54,409
2013,AM,female,55-59,197
2013,AM,female,60-64,93
2013,AM,female,65+,84
2013,AM,female,<15,8
2013,AM,female,unknown,0
2013,AM,male,15,0
2013,AM,male,16,16
2013,AM,male,17,39
2013,AM,male,18,166
2013,AM,male,19,311
2013,AM,male,20-24,3101
2013,AM,male,25-29,4157
2013,AM,male,30-34,3512
2013,AM,male,35-39,2143
2013,AM,male,40-44,1433
2013,AM,male,45-49,966
2013,AM,male,50-54,603
2013,AM,male,55-59,420
2013,AM,male,60-64,209
2013,AM,male,65+,247
2013,AM,male,<15,0
2013,AM,male,unknown,0
2013,AP,female,15,1
2013,AP,female,16,23
2013,AP,female,17,35
2013,AP,female,18,55
2013,AP,female,19,78
2013,AP,female,20-24,410
2013,AP,female,25-29,454
2013,AP,female,30-34,354
2013,AP,female,35-39,236
2013,AP,female,40-44,148
2013,AP,female,45-49,78
2013,AP,female,50-54,41
2013,AP,female,55-59,15
2013,AP,female,60-64,10
2013,AP,female,65+,10
2013,AP,female,<15,0
2013,AP,female,unknown,0
2013,AP,male,15,0
2013,AP,male,16,1
2013,AP,male,17,3
2013,AP,male,18,14
2013,AP,male,19,26
2013,AP,male,20-24,293
2013,AP,male,25-29,452
2013,AP,male,30-34,391
2013,AP,male,35-39,289
2013,AP,male,40-44,172
2013,AP,male,45-49,134
2013,AP,male,50-54,76
2013,AP,male,55-59,41
2013,AP,male,60-64,27
2013,AP,male,65+,29
2013,AP,male,<15,0
2013,AP,male,unknown,0
2013,BA,female,15,26
2013,BA,female,16,954
2013,BA,female,17,1295
2013,BA,female,18,2215
2013,BA,female,19,2341
2013,BA,female,20-24,12644
2013,BA,female,25-29,13030
2013,BA,female,30-34,9178
2013,BA,female,35-39,5036
2013,BA,female,40-44,2978
2013,BA,female,45-49,2123
2013,BA,female,50-54,1254
2013,BA,female,55-59,698
2013,BA,female,60-64,403
2013,BA,female,65+,427
2013,BA,female,<15,11
2013,BA,female,unknown,92
2013,BA,male,15,7
2013,BA,male,16,23
2013,BA,male,17,96
2013,BA,male,18,388
2013,BA,male,19,812
2013,BA,male,20-24,9978
2013,BA,male,25-29,14157
2013,BA,male,30-34,11144
2013,BA,male,35-39,6268
2013,BA,male,40-44,3947
2013,BA,male,45-49,2649
2013,BA,male,50-54,1793
2013,BA,male,55-59,1141
2013,BA,male,60-64,888
2013,BA,male,65+,1319
2013,BA,male,<15,1
2013,BA,male,unknown,94
2013,CE,female,15,25
2013,CE,female,16,1207
2013,CE,female,17,1428
2013,CE,female,18,2214
2013,CE,female,19,2309
2013,CE,female,20-24,11750
2013,CE,female,25-29,10466
2013,CE,female,30-34,6564
2013,CE,female,35-39,3860
2013,CE,female,40-44,2499
2013,CE,female,45-49,1510
2013,CE,female,50-54,890
2013,CE,female,55-59,382
2013,CE,female,60-64,217
2013,CE,female,65+,239
2013,CE,female,<15,7
2013,CE,female,unknown,3
2013,CE,male,15,8
2013,CE,male,16,68
2013,CE,male,17,198
2013,CE,male,18,648
2013,CE,male,19,1101
2013,CE,male,20-24,10513
2013,CE,male,25-29,11866
2013,CE,male,30-34,8073
2013,CE,male,35-39,4593
2013,CE,male,40-44,2872
2013,CE,male,45-49,2191
2013,CE,male,50-54,1172
2013,CE,male,55-59,813
2013,CE,male,60-64,556
2013,CE,male,65+,893
2013,CE,male,<15,2
2013,CE,male,unknown,3
2013,DF,female,15,2
2013,DF,female,16,142
2013,DF,female,17,219
2013,DF,female,18,540
2013,DF,female,19,619
2013,DF,female,20-24,4104
2013,DF,female,25-29,4833
2013,DF,female,30-34,3605
2013,DF,female,35-39,1812
2013,DF,female,40-44,969
2013,DF,female,45-49,625
2013,DF,female,50-54,345
2013,DF,female,55-59,154
2013,DF,female,60-64,88
2013,DF,female,65+,53
2013,DF,female,<15,0
2013,DF,female,unknown,5
2013,DF,male,15,0
2013,DF,male,16,3
2013,DF,male,17,23
2013,DF,male,18,119
2013,DF,male,19,261
2013,DF,male,20-24,3258
2013,DF,male,25-29,4750
2013,DF,male,30-34,4032
2013,DF,male,35-39,2277
2013,DF,male,40-44,1336
2013,DF,male,45-49,829
2013,DF,male,50-54,492
2013,DF,male,55-59,330
2013,DF,male,60-64,184
2013,DF,male,65+,216
2013,DF,male,<15,0
2013,DF,male,unknown,5
2013,ES,female,15,5
2013,ES,female,16,528
2013,ES,female,17,646
2013,ES,female,18,1095
2013,ES,female,19,1154
2013,ES,female,20-24,6162
2013,ES,female,25-29,5912
2013,ES,female,30-34,3950
2013,ES,female,35-39,2022
2013,ES,female,40-44,1322
2013,ES,female,45-49,891
2013,ES,female,50-54,570
2013,ES,female,55-59,362
2013,ES,female,60-64,183
2013,ES,female,65+,168
2013,ES,female,<15,8
2013,ES,female,unknown,2
2013,ES,male,15,2
2013,ES,male,16,15
2013,ES,male,17,55
2013,ES,male,18,226
2013,ES,male,19,432
2013,ES,male,20-24,5088
2013,ES,male,25-29,6851
2013,ES,male,30-34,4909
2013,ES,male,35-39,2591
2013,ES,male,40-44,1528
2013,ES,male,45-49,1111
2013,ES,male,50-54,740
2013,ES,male,55-59,556
2013,ES,male,60-64,344
2013,ES,male,65+,526
2013,ES,male,<15,4
2013,ES,male,unknown,2
2013,GO,female,15,33
2013,GO,female,16,1028
2013,GO,female,17,1287
2013,GO,female,18,2009
2013,GO,female,19,1947
2013,GO,female,20-24,10296
2013,GO,female,25-29,9087
2013,GO,female,30-34,6207
2013,GO,female,35-39,3588
2013,GO,female,40-44,2352
2013,GO,female,45-49,1556
2013,GO,female,50-54,923
2013,GO,female,55-59,540
2013,GO,female,60-64,259
2013,GO,female,65+,236
2013,GO,female,<15,15
2013,GO,female,unknown,32
2013,GO,male,15,5
2013,GO,male,16,27
2013,GO,male,17,118
2013,GO,male,18,517
2013,GO,male,19,895
2013,GO,male,20-24,8756
2013,GO,male,25-29,10574
2013,GO,male,30-34,7563
2013,GO,male,35-39,4567
2013,GO,male,40-44,2755
2013,GO,male,45-49,2016
2013,GO,male,50-54,1345
2013,GO,male,55-59,869
2013,GO,male,60-64,545
2013,GO,male,65+,808
2013,GO,male,<15,3
2013,GO,male,unknown,32
2013,MA,female,15,44
2013,MA,female,16,673
2013,MA,female,17,803
2013,MA,female,18,1193
2013,MA,female,19,1235
2013,MA,female,20-24,5931
2013,MA,female,25-29,5864
2013,MA,female,30-34,4249
2013,MA,female,35-39,2457
2013,MA,female,40-44,1507
2013,MA,female,45-49,1042
2013,MA,female,50-54,599
2013,MA,female,55-59,335
2013,MA,female,60-64,205
2013,MA,female,65+,244
2013,MA,female,<15,13
2013,MA,female,unknown,48
2013,MA,male,15,5
2013,MA,male,16,39
2013,MA,male,17,94
2013,MA,male,18,323
2013,MA,male,19,551
2013,MA,male,20-24,5170
2013,MA,male,25-29,6203
2013,MA,male,30-34,4997
2013,MA,male,35-39,3027
2013,MA,male,40-44,1857
2013,MA,male,45-49,1292
2013,MA,male,50-54,902
2013,MA,male,55-59,648
2013,MA,male,60-64,490
2013,MA,male,65+,789
2013,MA,male,<15,8
2013,MA,male,unknown,47
2013,MG,female,15,58
2013,MG,female,16,2205
2013,MG,female,17,2970
2013,MG,female,18,4713
2013,MG,female,19,4832
2013,MG,female,20-24,28393
2013,MG,female,25-29,28840
2013,MG,female,30-34,19041
2013,MG,female,35-39,9177
2013,MG,female,40-44,5165
2013,MG,female,45-49,3620
2013,MG,female,50-54,2216
2013,MG,female,55-59,1292
2013,MG,female,60-64,694
2013,MG,female,65+,613
2013,MG,female,<15,22
2013,MG,female,unknown,2
2013,MG,male,15,7
2013,MG,male,16,33
2013,MG,male,17,178
2013,MG,male,18,948
2013,MG,male,19,1803
2013,MG,male,20-24,22643
2013,MG,male,25-29,31855
2013,MG,male,30-34,24280
2013,MG,male,35-39,12066
2013,MG,male,40-44,6947
2013,MG,male,45-49,4451
2013,MG,male,50-54,3091
2013,MG,male,55-59,2034
2013,MG,male,60-64,1411
