year,uf,sex,age_group,persons_married
2006,ES,female,55-59,167
2006,ES,female,60-64,93
2006,ES,female,65+,117
2006,ES,female,<15,4
2006,ES,female,unknown,2
2006,ES,male,15,0
2006,ES,male,16,12
2006,ES,male,17,62
2006,ES,male,18,232
2006,ES,male,19,506
2006,ES,male,20-24,6151
2006,ES,male,25-29,6535
2006,ES,male,30-34,3370
2006,ES,male,35-39,1671
2006,ES,male,40-44,1036
2006,ES,male,45-49,634
2006,ES,male,50-54,460
2006,ES,male,55-59,295
2006,ES,male,60-64,165
2006,ES,male,65+,414
2006,ES,male,<15,0
2006,ES,male,unknown,2
2006,GO,female,15,52
2006,GO,female,16,1122
2006,GO,female,17,1391
2006,GO,female,18,1855
2006,GO,female,19,1941
2006,GO,female,20-24,9722
2006,GO,female,25-29,6896
2006,GO,female,30-34,3527
2006,GO,female,35-39,1986
2006,GO,female,40-44,1262
2006,GO,female,45-49,785
2006,GO,female,50-54,455
2006,GO,female,55-59,241
2006,GO,female,60-64,110
2006,GO,female,65+,144
2006,GO,female,<15,16
2006,GO,female,unknown,4
2006,GO,male,15,1
2006,GO,male,16,28
2006,GO,male,17,103
2006,GO,male,18,487
2006,GO,male,19,857
2006,GO,male,20-24,8935
2006,GO,male,25-29,8953
2006,GO,male,30-34,4813
2006,GO,male,35-39,2736
2006,GO,male,40-44,1615
2006,GO,male,45-49,1019
2006,GO,male,50-54,653
2006,GO,male,55-59,467
2006,GO,male,60-64,289
2006,GO,male,65+,550
2006,GO,male,<15,0
2006,GO,male,unknown,3
2006,MA,female,15,115
2006,MA,female,16,929
2006,MA,female,17,1039
2006,MA,female,18,1247
2006,MA,female,19,1309
2006,MA,female,20-24,6166
2006,MA,female,25-29,4367
2006,MA,female,30-34,2474
2006,MA,female,35-39,1457
2006,MA,female,40-44,1015
2006,MA,female,45-49,616
2006,MA,female,50-54,425
2006,MA,female,55-59,257
2006,MA,female,60-64,170
2006,MA,female,65+,294
2006,MA,female,<15,55
2006,MA,female,unknown,56
2006,MA,male,15,3
2006,MA,male,16,40
2006,MA,male,17,126
2006,MA,male,18,370
2006,MA,male,19,672
2006,MA,male,20-24,5859
2006,MA,male,25-29,5377
2006,MA,male,30-34,3212
2006,MA,male,35-39,1995
2006,MA,male,40-44,1286
2006,MA,male,45-49,824
2006,MA,male,50-54,561
2006,MA,male,55-59,409
2006,MA,male,60-64,373
2006,MA,male,65+,828
2006,MA,male,<15,1
2006,MA,male,unknown,55
2006,MG,female,15,159
2006,MG,female,16,2938
2006,MG,female,17,3908
2006,MG,female,18,5626
2006,MG,female,19,6067
2006,MG,female,20-24,31695
2006,MG,female,25-29,24737
2006,MG,female,30-34,11313
2006,MG,female,35-39,5590
2006,MG,female,40-44,3112
2006,MG,female,45-49,1820
2006,MG,female,50-54,1137
2006,MG,female,55-59,685
2006,MG,female,60-64,373
2006,MG,female,65+,437
2006,MG,female,<15,60
2006,MG,female,unknown,4
2006,MG,male,15,5
2006,MG,male,16,58
2006,MG,male,17,223
2006,MG,male,18,1130
2006,MG,male,19,2227
2006,MG,male,20-24,27358
2006,MG,male,25-29,31621
2006,MG,male,30-34,16733
2006,MG,male,35-39,8167
2006,MG,male,40-44,4334
2006,MG,male,45-49,2632
2006,MG,male,50-54,1579
2006,MG,male,55-59,1143
2006,MG,male,60-64,818
2006,MG,male,65+,1626
2006,MG,male,<15,2
2006,MG,male,unknown,5
2006,MS,female,15,125
2006,MS,female,16,436
2006,MS,female,17,501
2006,MS,female,18,711
2006,MS,female,19,754
2006,MS,female,20-24,3757
2006,MS,female,25-29,2834
2006,MS,female,30-34,1579
2006,MS,female,35-39,898
2006,MS,female,40-44,572
2006,MS,female,45-49,333
2006,MS,female,50-54,201
2006,MS,female,55-59,113
2006,MS,female,60-64,53
2006,MS,female,65+,48
2006,MS,female,<15,68
2006,MS,female,unknown,2
2006,MS,male,15,16
2006,MS,male,16,43
2006,MS,male,17,94
2006,MS,male,18,250
2006,MS,male,19,379
2006,MS,male,20-24,3478
2006,MS,male,25-29,3428
2006,MS,male,30-34,2076
2006,MS,male,35-39,1188
2006,MS,male,40-44,740
2006,MS,male,45-49,447
2006,MS,male,50-54,300
2006,MS,male,55-59,188
2006,MS,male,60-64,131
2006,MS,male,65+,220
2006,MS,male,<15,7
2006,MS,male,unknown,0
2006,MT,female,15,11
2006,MT,female,16,546
2006,MT,female,17,622
2006,MT,female,18,762
2006,MT,female,19,837
2006,MT,female,20-24,4041
2006,MT,female,25-29,3110
2006,MT,female,30-34,1951
2006,MT,female,35-39,967
2006,MT,female,40-44,555
2006,MT,female,45-49,309
2006,MT,female,50-54,176
2006,MT,female,55-59,92
2006,MT,female,60-64,58
2006,MT,female,65+,43
2006,MT,female,<15,10
2006,MT,female,unknown,12
2006,MT,male,15,1
2006,MT,male,16,7
2006,MT,male,17,47
2006,MT,male,18,167
2006,MT,male,19,332
2006,MT,male,20-24,3377
2006,MT,male,25-29,3875
2006,MT,male,30-34,2535
2006,MT,male,35-39,1570
2006,MT,male,40-44,888
2006,MT,male,45-49,495
2006,MT,male,50-54,296
2006,MT,male,55-59,193
2006,MT,male,60-64,126
2006,MT,male,65+,181
2006,MT,male,<15,0
2006,MT,male,unknown,12
2006,PA,female,15,20
2006,PA,female,16,564
2006,PA,female,17,644
2006,PA,female,18,932
2006,PA,female,19,931
2006,PA,female,20-24,4956
2006,PA,female,25-29,4136
2006,PA,female,30-34,2635
2006,PA,female,35-39,1520
2006,PA,female,40-44,859
2006,PA,female,45-49,427
2006,PA,female,50-54,318
2006,PA,female,55-59,170
2006,PA,female,60-64,88
2006,PA,female,65+,127
2006,PA,female,<15,8
2006,PA,female,unknown,10
2006,PA,male,15,0
2006,PA,male,16,12
2006,PA,male,17,41
2006,PA,male,18,188
2006,PA,male,19,358
2006,PA,male,20-24,4203
2006,PA,male,25-29,4775
2006,PA,male,30-34,3269
2006,PA,male,35-39,2076
2006,PA,male,40-44,1235
2006,PA,male,45-49,750
2006,PA,male,50-54,447
2006,PA,male,55-59,311
2006,PA,male,60-64,256
2006,PA,male,65+,412
2006,PA,male,<15,0
2006,PA,male,unknown,12
2006,PB,female,15,72
2006,PB,female,16,768
2006,PB,female,17,891
2006,PB,female,18,1099
2006,PB,female,19,1229
2006,PB,female,20-24,5945
2006,PB,female,25-29,3944
2006,PB,female,30-34,2026
2006,PB,female,35-39,1118
2006,PB,female,40-44,612
2006,PB,female,45-49,341
2006,PB,female,50-54,232
2006,PB,female,55-59,156
2006,PB,female,60-64,106
2006,PB,female,65+,191
2006,PB,female,<15,39
2006,PB,female,unknown,0
2006,PB,male,15,1
2006,PB,male,16,34
2006,PB,male,17,123
2006,PB,male,18,366
2006,PB,male,19,607
2006,PB,male,20-24,5782
2006,PB,male,25-29,5080
2006,PB,male,30-34,2734
2006,PB,male,35-39,1461
2006,PB,male,40-44,794
2006,PB,male,45-49,463
2006,PB,male,50-54,302
2006,PB,male,55-59,228
2006,PB,male,60-64,198
2006,PB,male,65+,596
2006,PB,male,<15,0
2006,PB,male,unknown,0
2006,PE,female,15,94
2006,PE,female,16,1413
2006,PE,female,17,1696
2006,PE,female,18,2245
2006,PE,female,19,2342
2006,PE,female,20-24,12332
2006,PE,female,25-29,9062
2006,PE,female,30-34,4906
2006,PE,female,35-39,2744
2006,PE,female,40-44,1627
2006,PE,female,45-49,964
2006,PE,female,50-54,646
2006,PE,female,55-59,379
2006,PE,female,60-64,242
2006,PE,female,65+,293
2006,PE,female,<15,46
2006,PE,female,unknown,12
2006,PE,male,15,2
2006,PE,male,16,74
2006,PE,male,17,187
2006,PE,male,18,684
2006,PE,male,19,1147
2006,PE,male,20-24,11391
2006,PE,male,25-29,11220
2006,PE,male,30-34,6374
2006,PE,male,35-39,3505
2006,PE,male,40-44,2067
2006,PE,male,45-49,1116
2006,PE,male,50-54,760
2006,PE,male,55-59,669
2006,PE,male,60-64,526
2006,PE,male,65+,1309
2006,PE,male,<15,1
2006,PE,male,unknown,11
2006,PI,female,15,65
2006,PI,female,16,479
2006,PI,female,17,556
2006,PI,female,18,683
2006,PI,female,19,728
2006,PI,female,20-24,3272
2006,PI,female,25-29,2215
2006,PI,female,30-34,1226
2006,PI,female,35-39,699
2006,PI,female,40-44,449
2006,PI,female,45-49,287
2006,PI,female,50-54,238
2006,PI,female,55-59,143
2006,PI,female,60-64,68
2006,PI,female,65+,98
2006,PI,female,<15,47
2006,PI,female,unknown,4
2006,PI,male,15,0
2006,PI,male,16,35
2006,PI,male,17,71
2006,PI,male,18,218
2006,PI,male,19,369
2006,PI,male,20-24,3291
2006,PI,male,25-29,2829
2006,PI,male,30-34,1598
2006,PI,male,35-39,922
2006,PI,male,40-44,585
2006,PI,male,45-49,377
2006,PI,male,50-54,248
2006,PI,male,55-59,232
2006,PI,male,60-64,162
2006,PI,male,65+,315
2006,PI,male,<15,0
2006,PI,male,unknown,5
2006,PR,female,15,69
2006,PR,female,16,1777
2006,PR,female,17,2238
2006,PR,female,18,3337
2006,PR,female,19,3487
2006,PR,female,20-24,18277
2006,PR,female,25-29,13333
2006,PR,female,30-34,6493
2006,PR,female,35-39,3342
2006,PR,female,40-44,1948
2006,PR,female,45-49,1177
2006,PR,female,50-54,695
2006,PR,female,55-59,361
2006,PR,female,60-64,213
2006,PR,female,65+,207
2006,PR,female,<15,36
2006,PR,female,unknown,7
2006,PR,male,15,2
2006,PR,male,16,53
2006,PR,male,17,229
2006,PR,male,18,811
2006,PR,male,19,1507
2006,PR,male,20-24,16282
2006,PR,male,25-29,17122
2006,PR,male,30-34,9202
2006,PR,male,35-39,4652
2006,PR,male,40-44,2493
2006,PR,male,45-49,1499
2006,PR,male,50-54,999
2006,PR,male,55-59,712
2006,PR,male,60-64,528
2006,PR,male,65+,894
2006,PR,male,<15,4
2006,PR,male,unknown,8
2006,RJ,female,15,39
2006,RJ,female,16,692
2006,RJ,female,17,1164
2006,RJ,female,18,2174
2006,RJ,female,19,2589
2006,RJ,female,20-24,20371
2006,RJ,female,25-29,19328
2006,RJ,female,30-34,10098
2006,RJ,female,35-39,5708
2006,RJ,female,40-44,3707
2006,RJ,female,45-49,2477
2006,RJ,female,50-54,1541
2006,RJ,female,55-59,959
2006,RJ,female,60-64,567
2006,RJ,female,65+,551
2006,RJ,female,<15,10
2006,RJ,female,unknown,18
2006,RJ,male,15,1
2006,RJ,male,16,24
2006,RJ,male,17,74
2006,RJ,male,18,291
2006,RJ,male,19,768
2006,RJ,male,20-24,14614
2006,RJ,male,25-29,21810
2006,RJ,male,30-34,13007
2006,RJ,male,35-39,7302
2006,RJ,male,40-44,4703
2006,RJ,male,45-49,3037
2006,RJ,male,50-54,1935
2006,RJ,male,55-59,1427
2006,RJ,male,60-64,950
2006,RJ,male,65+,2035
2006,RJ,male,<15,0
2006,RJ,male,unknown,15
2006,RN,female,15,28
2006,RN,female,16,360
2006,RN,female,17,503
2006,RN,female,18,689
2006,RN,female,19,732
2006,RN,female,20-24,3982
2006,RN,female,25-29,2860
2006,RN,female,30-34,1415
2006,RN,female,35-39,714
2006,RN,female,40-44,437
2006,RN,female,45-49,236
2006,RN,female,50-54,119
2006,RN,female,55-59,96
2006,RN,female,60-64,61
2006,RN,female,65+,109
2006,RN,female,<15,19
2006,RN,female,unknown,0
2006,RN,male,15,1
2006,RN,male,16,23
2006,RN,male,17,61
2006,RN,male,18,220
2006,RN,male,19,385
2006,RN,male,20-24,3737
2006,RN,male,25-29,3484
2006,RN,male,30-34,1833
2006,RN,male,35-39,991
2006,RN,male,40-44,577
2006,RN,male,45-49,294
2006,RN,male,50-54,176
2006,RN,male,55-59,143
2006,RN,male,60-64,112
2006,RN,male,65+,322
2006,RN,male,<15,0
2006,RN,male,unknown,1
2006,RO,female,15,11
2006,RO,female,16,436
2006,RO,female,17,441
2006,RO,female,18,564
2006,RO,female,19,487
2006,RO,female,20-24,2082
2006,RO,female,25-29,1353
2006,RO,female,30-34,832
2006,RO,female,35-39,480
2006,RO,female,40-44,313
2006,RO,female,45-49,218
2006,RO,female,50-54,114
2006,RO,female,55-59,58
2006,RO,female,60-64,27
2006,RO,female,65+,44
2006,RO,female,<15,3
2006,RO,female,unknown,0
2006,RO,male,15,0
2006,RO,male,16,4
2006,RO,male,17,26
2006,RO,male,18,139
2006,RO,male,19,246
2006,RO,male,20-24,2153
2006,RO,male,25-29,1845
2006,RO,male,30-34,1067
2006,RO,male,35-39,666
2006,RO,male,40-44,473
2006,RO,male,45-49,274
2006,RO,male,50-54,202
2006,RO,male,55-59,104
2006,RO,male,60-64,96
2006,RO,male,65+,168
2006,RO,male,<15,0
2006,RO,male,unknown,0
2006,RR,female,15,2
2006,RR,female,16,36
2006,RR,female,17,46
2006,RR,female,18,50
2006,RR,female,19,59
2006,RR,female,20-24,359
2006,RR,female,25-29,274
2006,RR,female,30-34,178
2006,RR,female,35-39,91
2006,RR,female,40-44,74
2006,RR,female,45-49,28
2006,RR,female,50-54,30
2006,RR,female,55-59,11
2006,RR,female,60-64,3
2006,RR,female,65+,6
2006,RR,female,<15,0
2006,RR,female,unknown,0
2006,RR,male,15,0
2006,RR,male,16,1
2006,RR,male,17,2
2006,RR,male,18,7
2006,RR,male,19,23
2006,RR,male,20-24,284
2006,RR,male,25-29,313
2006,RR,male,30-34,216
2006,RR,male,35-39,129
2006,RR,male,40-44,91
2006,RR,male,45-49,64
2006,RR,male,50-54,49
2006,RR,male,55-59,20
2006,RR,male,60-64,24
2006,RR,male,65+,24
2006,RR,male,<15,0
2006,RR,male,unknown,0
2006,RS,female,15,46
2006,RS,female,16,1068
2006,RS,female,17,1281
2006,RS,female,18,1740
2006,RS,female,19,1871
2006,RS,female,20-24,10774
2006,RS,female,25-29,8559
2006,RS,female,30-34,4139
2006,RS,female,35-39,2149
2006,RS,female,40-44,1346
2006,RS,female,45-49,885
2006,RS,female,50-54,566
2006,RS,female,55-59,351
2006,RS,female,60-64,192
2006,RS,female,65+,177
2006,RS,female,<15,14
2006,RS,female,unknown,12
2006,RS,male,15,0
2006,RS,male,16,20
2006,RS,male,17,129
2006,RS,male,18,395
2006,RS,male,19,724
2006,RS,male,20-24,9354
2006,RS,male,25-29,10291
2006,RS,male,30-34,5859
2006,RS,male,35-39,3094
2006,RS,male,40-44,1814
2006,RS,male,45-49,1071
2006,RS,male,50-54,763
2006,RS,male,55-59,555
2006,RS,male,60-64,364
2006,RS,male,65+,725
2006,RS,male,<15,1
2006,RS,male,unknown,11
2006,SC,female,15,9
2006,SC,female,16,697
2006,SC,female,17,964
2006,SC,female,18,1478
2006,SC,female,19,1551
2006,SC,female,20-24,9086
2006,SC,female,25-29,6651
2006,SC,female,30-34,2924
2006,SC,female,35-39,1462
2006,SC,female,40-44,889
2006,SC,female,45-49,508
2006,SC,female,50-54,278
2006,SC,female,55-59,161
2006,SC,female,60-64,80
2006,SC,female,65+,85
2006,SC,female,<15,6
2006,SC,female,unknown,1
2006,SC,male,15,0
2006,SC,male,16,9
2006,SC,male,17,62
2006,SC,male,18,327
2006,SC,male,19,585
2006,SC,male,20-24,7774
2006,SC,male,25-29,8369
2006,SC,male,30-34,4420
2006,SC,male,35-39,2163
2006,SC,male,40-44,1199
2006,SC,male,45-49,670
2006,SC,male,50-54,430
2006,SC,male,55-59,288
2006,SC,male,60-64,193
2006,SC,male,65+,339
2006,SC,male,<15,1
2006,SC,male,unknown,1
2006,SE,female,15,27
2006,SE,female,16,192
2006,SE,female,17,262
2006,SE,female,18,365
2006,SE,female,19,418
2006,SE,female,20-24,2278
2006,SE,female,25-29,1778
2006,SE,female,30-34,871
2006,SE,female,35-39,487
2006,SE,female,40-44,248
2006,SE,female,45-49,159
2006,SE,female,50-54,111
2006,SE,female,55-59,55
2006,SE,female,60-64,33
2006,SE,female,65+,46
2006,SE,female,<15,18
2006,SE,female,unknown,9
2006,SE,male,15,1
2006,SE,male,16,10
2006,SE,male,17,32
2006,SE,male,18,109
2006,SE,male,19,176
2006,SE,male,20-24,1897
2006,SE,male,25-29,2213
2006,SE,male,30-34,1193
2006,SE,male,35-39,649
2006,SE,male,40-44,354
2006,SE,male,45-49,216
2006,SE,male,50-54,138
2006,SE,male,55-59,105
2006,SE,male,60-64,80
2006,SE,male,65+,174
2006,SE,male,<15,1
2006,SE,male,unknown,9
2006,SP,female,15,169
2006,SP,female,16,4206
2006,SP,female,17,5665
2006,SP,female,18,9910
2006,SP,female,19,11226
2006,SP,female,20-24,72049
2006,SP,female,25-29,63286
2006,SP,female,30-34,31334
2006,SP,female,35-39,15379
2006,SP,female,40-44,8838
2006,SP,female,45-49,5506
2006,SP,female,50-54,3321
2006,SP,female,55-59,1908
2006,SP,female,60-64,914
2006,SP,female,65+,829
2006,SP,female,<15,48
2006,SP,female,unknown,462
2006,SP,male,15,1
2006,SP,male,16,106
2006,SP,male,17,487
2006,SP,male,18,2285
2006,SP,male,19,4665
2006,SP,male,20-24,59543
2006,SP,male,25-29,72258
2006,SP,male,30-34,42124
2006,SP,male,35-39,21059
2006,SP,male,40-44,11885
2006,SP,male,45-49,7184
2006,SP,male,50-54,4500
2006,SP,male,55-59,3107
2006,SP,male,60-64,1976
2006,SP,male,65+,3406
2006,SP,male,<15,1
2006,SP,male,unknown,463
2006,TO,female,15,25
2006,TO,female,16,271
2006,TO,female,17,258
2006,TO,female,18,352
2006,TO,female,19,356
2006,TO,female,20-24,1827
2006,TO,female,25-29,1329
2006,TO,female,30-34,848
2006,TO,female,35-39,478
2006,TO,female,40-44,251
2006,TO,female,45-49,171
2006,TO,female,50-54,92
2006,TO,female,55-59,78
2006,TO,female,60-64,39
2006,TO,female,65+,47
2006,TO,female,<15,7
2006,TO,female,unknown,0
2006,TO,male,15,0
2006,TO,male,16,8
2006,TO,male,17,18
2006,TO,male,18,98
2006,TO,male,19,136
2006,TO,male,20-24,1599
2006,TO,male,25-29,1666
2006,TO,male,30-34,1034
2006,TO,male,35-39,695
2006,TO,male,40-44,402
2006,TO,male,45-49,256
2006,TO,male,50-54,167
2006,TO,male,55-59,124
2006,TO,male,60-64,67
2006,TO,male,65+,158
2006,TO,male,<15,1
2006,TO,male,unknown,0
2007,AC,female,15,9
2007,AC,female,16,88
2007,AC,female,17,99
2007,AC,female,18,172
2007,AC,female,19,198
2007,AC,female,20-24,1167
2007,AC,female,25-29,1075
2007,AC,female,30-34,659
2007,AC,female,35-39,396
2007,AC,female,40-44,257
2007,AC,female,45-49,189
2007,AC,female,50-54,95
2007,AC,female,55-59,67
2007,AC,female,60-64,25
2007,AC,female,65+,28
2007,AC,female,<15,0
2007,AC,female,unknown,0
2007,AC,male,15,1
2007,AC,male,16,0
2007,AC,male,17,8
2007,AC,male,18,45
2007,AC,male,19,62
2007,AC,male,20-24,896
2007,AC,male,25-29,1173
2007,AC,male,30-34,766
2007,AC,male,35-39,530
2007,AC,male,40-44,339
2007,AC,male,45-49,255
2007,AC,male,50-54,166
2007,AC,male,55-59,112
2007,AC,male,60-64,65
2007,AC,male,65+,106
2007,AC,male,<15,0
2007,AC,male,unknown,0
2007,AL,female,15,110
2007,AL,female,16,614
2007,AL,female,17,662
2007,AL,female,18,902
2007,AL,female,19,924
2007,AL,female,20-24,4392
2007,AL,female,25-29,3039
2007,AL,female,30-34,1686
2007,AL,female,35-39,956
2007,AL,female,40-44,537
2007,AL,female,45-49,342
2007,AL,female,50-54,259
2007,AL,female,55-59,157
2007,AL,female,60-64,86
2007,AL,female,65+,80
2007,AL,female,<15,67
2007,AL,female,unknown,0
2007,AL,male,15,3
2007,AL,male,16,35
2007,AL,male,17,100
2007,AL,male,18,312
2007,AL,male,19,469
2007,AL,male,20-24,4385
2007,AL,male,25-29,3839
2007,AL,male,30-34,2134
2007,AL,male,35-39,1151
2007,AL,male,40-44,725
2007,AL,male,45-49,450
2007,AL,male,50-54,355
2007,AL,male,55-59,276
2007,AL,male,60-64,201
2007,AL,male,65+,377
2007,AL,male,<15,1
2007,AL,male,unknown,0
2007,AM,female,15,25
2007,AM,female,16,178
2007,AM,female,17,242
2007,AM,female,18,403
2007,AM,female,19,456
2007,AM,female,20-24,3032
2007,AM,female,25-29,2982
2007,AM,female,30-34,1903
2007,AM,female,35-39,1084
2007,AM,female,40-44,610
2007,AM,female,45-49,328
2007,AM,female,50-54,191
2007,AM,female,55-59,98
2007,AM,female,60-64,56
2007,AM,female,65+,55
2007,AM,female,<15,7
2007,AM,female,unknown,0
2007,AM,male,15,1
2007,AM,male,16,10
2007,AM,male,17,29
2007,AM,male,18,95
2007,AM,male,19,202
2007,AM,male,20-24,2466
2007,AM,male,25-29,3248
2007,AM,male,30-34,2210
2007,AM,male,35-39,1345
2007,AM,male,40-44,817
2007,AM,male,45-49,518
2007,AM,male,50-54,276
2007,AM,male,55-59,171
2007,AM,male,60-64,102
2007,AM,male,65+,160
2007,AM,male,<15,0
2007,AM,male,unknown,0
2007,AP,female,15,1
2007,AP,female,16,13
2007,AP,female,17,22
2007,AP,female,18,47
2007,AP,female,19,39
2007,AP,female,20-24,321
2007,AP,female,25-29,291
2007,AP,female,30-34,225
2007,AP,female,35-39,127
2007,AP,female,40-44,69
2007,AP,female,45-49,34
2007,AP,female,50-54,19
2007,AP,female,55-59,12
2007,AP,female,60-64,5
2007,AP,female,65+,7
2007,AP,female,<15,1
2007,AP,female,unknown,5
2007,AP,male,15,0
2007,AP,male,16,0
2007,AP,male,17,2
2007,AP,male,18,10
2007,AP,male,19,13
2007,AP,male,20-24,241
2007,AP,male,25-29,311
2007,AP,male,30-34,236
2007,AP,male,35-39,177
2007,AP,male,40-44,96
2007,AP,male,45-49,62
2007,AP,male,50-54,38
2007,AP,male,55-59,20
2007,AP,male,60-64,10
2007,AP,male,65+,17
2007,AP,male,<15,0
2007,AP,male,unknown,5
2007,BA,female,15,79
2007,BA,female,16,1484
2007,BA,female,17,1879
2007,BA,female,18,2748
2007,BA,female,19,3066
2007,BA,female,20-24,16954
2007,BA,female,25-29,13650
2007,BA,female,30-34,7100
2007,BA,female,35-39,3893
2007,BA,female,40-44,2390
2007,BA,female,45-49,1467
2007,BA,female,50-54,996
2007,BA,female,55-59,579
2007,BA,female,60-64,348
2007,BA,female,65+,404
2007,BA,female,<15,24
2007,BA,female,unknown,283
2007,BA,male,15,4
2007,BA,male,16,31
2007,BA,male,17,118
2007,BA,male,18,545
2007,BA,male,19,1103
2007,BA,male,20-24,13899
2007,BA,male,25-29,16862
2007,BA,male,30-34,9729
2007,BA,male,35-39,5316
2007,BA,male,40-44,3143
2007,BA,male,45-49,1938
2007,BA,male,50-54,1282
2007,BA,male,55-59,993
2007,BA,male,60-64,727
2007,BA,male,65+,1371
2007,BA,male,<15,1
2007,BA,male,unknown,282
2007,CE,female,15,52
2007,CE,female,16,1239
2007,CE,female,17,1531
2007,CE,female,18,2169
2007,CE,female,19,2362
2007,CE,female,20-24,11301
2007,CE,female,25-29,8567
2007,CE,female,30-34,4621
2007,CE,female,35-39,2532
2007,CE,female,40-44,1477
2007,CE,female,45-49,795
2007,CE,female,50-54,497
2007,CE,female,55-59,289
2007,CE,female,60-64,149
2007,CE,female,65+,193
2007,CE,female,<15,24
2007,CE,female,unknown,0
2007,CE,male,15,1
2007,CE,male,16,71
2007,CE,male,17,233
2007,CE,male,18,734
2007,CE,male,19,1186
2007,CE,male,20-24,10616
2007,CE,male,25-29,10302
2007,CE,male,30-34,5947
2007,CE,male,35-39,3300
2007,CE,male,40-44,1993
2007,CE,male,45-49,1047
2007,CE,male,50-54,649
2007,CE,male,55-59,559
2007,CE,male,60-64,350
2007,CE,male,65+,809
2007,CE,male,<15,1
2007,CE,male,unknown,0
2007,DF,female,15,6
2007,DF,female,16,148
2007,DF,female,17,242
2007,DF,female,18,453
2007,DF,female,19,577
2007,DF,female,20-24,4147
2007,DF,female,25-29,4496
2007,DF,female,30-34,2317
2007,DF,female,35-39,1132
2007,DF,female,40-44,656
2007,DF,female,45-49,319
2007,DF,female,50-54,183
2007,DF,female,55-59,97
2007,DF,female,60-64,34
2007,DF,female,65+,31
2007,DF,female,<15,5
2007,DF,female,unknown,2
2007,DF,male,15,0
2007,DF,male,16,2
2007,DF,male,17,18
2007,DF,male,18,73
2007,DF,male,19,192
2007,DF,male,20-24,3255
2007,DF,male,25-29,4668
2007,DF,male,30-34,2941
2007,DF,male,35-39,1518
2007,DF,male,40-44,906
2007,DF,male,45-49,497
2007,DF,male,50-54,318
2007,DF,male,55-59,193
2007,DF,male,60-64,85
2007,DF,male,65+,177
2007,DF,male,<15,0
2007,DF,male,unknown,2
2007,ES,female,15,23
2007,ES,female,16,618
2007,ES,female,17,804
2007,ES,female,18,1203
2007,ES,female,19,1367
2007,ES,female,20-24,6941
2007,ES,female,25-29,5342
2007,ES,female,30-34,2561
2007,ES,female,35-39,1432
2007,ES,female,40-44,947
2007,ES,female,45-49,602
2007,ES,female,50-54,401
2007,ES,female,55-59,206
2007,ES,female,60-64,111
2007,ES,female,65+,99
2007,ES,female,<15,4
2007,ES,female,unknown,3
2007,ES,male,15,1
2007,ES,male,16,21
2007,ES,male,17,63
2007,ES,male,18,232
2007,ES,male,19,484
2007,ES,male,20-24,6028
2007,ES,male,25-29,6891
2007,ES,male,30-34,3549
2007,ES,male,35-39,1902
2007,ES,male,40-44,1213
2007,ES,male,45-49,769
2007,ES,male,50-54,499
2007,ES,male,55-59,354
2007,ES,male,60-64,211
2007,ES,male,65+,444
2007,ES,male,<15,0
2007,ES,male,unknown,3
