year,cod_mun,distinct_place_names,place_names
2005,5107206,2,Rio Branco (AC) || Rio Branco (MT)
2005,4309704,2,Humaitá (AM) || Humaitá (RS)
2005,4208401,2,Itapiranga (AM) || Itapiranga (SC)
2005,4112405,2,Japurá (AM) || Japurá (PR)
2005,3552700,2,Tabatinga (AM) || Tabatinga (SP)
2005,4300554,3,Alto Alegre (RR) || Alto Alegre (RS) || Alto Alegre (SP)
2005,3108107,2,Bonfim (MG) || Bonfim (RR)
2005,2700805,3,Belém (AL) || Belém (PA) || Belém (PB)
2005,1703305,2,Bom Jesus do Tocantins (PA) || Bom Jesus do Tocantins (TO)
2005,5002209,4,Bonito (BA) || Bonito (MS) || Bonito (PA) || Bonito (PE)
2005,4104501,2,Capanema (PA) || Capanema (PR)
2005,2407807,2,Monte Alegre (PA) || Monte Alegre (RN)
2005,1716307,2,Pau D'Arco (PA) || Pau D'Arco (TO)
2005,2611408,2,Primavera (PA) || Primavera (PE)
2005,2311603,2,Redenção (CE) || Redenção (PA)
2005,3305406,2,Sapucaia (PA) || Sapucaia (RJ)
2005,2928208,2,Santana (AP) || Santana (BA)
2005,4300604,2,Alvorada (RS) || Alvorada (TO)
2005,2100873,2,Araguanã (MA) || Araguanã (TO)
2005,4303103,3,Cachoeirinha (PE) || Cachoeirinha (RS) || Cachoeirinha (TO)
2005,2203701,2,Esperantina (PI) || Esperantina (TO)
2005,2910750,2,Fátima (BA) || Fátima (TO)
2005,2910859,2,Filadélfia (BA) || Filadélfia (TO)
2005,4311403,2,Lajeado (RS) || Lajeado (TO)
2005,3303104,2,Natividade (RJ) || Natividade (TO)
2005,2922508,2,Nazaré (BA) || Nazaré (TO)
2005,2510204,3,Nova Olinda (CE) || Nova Olinda (PB) || Nova Olinda (TO)
2005,3204302,2,Presidente Kennedy (ES) || Presidente Kennedy (TO)
2005,3154457,2,Riachinho (MG) || Riachinho (TO)
2005,4117602,2,Palmas (PR) || Palmas (TO)
2005,3300506,3,Bom Jardim (MA) || Bom Jardim (PE) || Bom Jardim (RJ)
2005,3511300,2,Cedral (MA) || Cedral (SP)
2005,4305587,2,Colinas (MA) || Colinas (RS)
2005,5206909,2,Davinópolis (GO) || Davinópolis (MA)
2005,4115903,2,Mirador (MA) || Mirador (PR)
2005,2925600,2,Presidente Dutra (BA) || Presidente Dutra (MA)
2005,3153202,2,Presidente Juscelino (MA) || Presidente Juscelino (MG)
2005,4215554,4,Santa Helena (MA) || Santa Helena (PB) || Santa Helena (PR) || Santa Helena (SC)
2005,4123600,3,Santa Inês (BA) || Santa Inês (MA) || Santa Inês (PR)
2005,3157807,4,Santa Luzia (BA) || Santa Luzia (MA) || Santa Luzia (MG) || Santa Luzia (PB)
2005,2513703,2,Santa Rita (MA) || Santa Rita (PB)
2005,2513901,2,São Bento (MA) || São Bento (PB)
2005,4216305,2,São João Batista (MA) || São João Batista (SC)
2005,3162708,2,São João do Paraíso (MA) || São João do Paraíso (MG)
2005,2413706,2,Sítio Novo (MA) || Sítio Novo (RN)
2005,3205101,2,Viana (ES) || Viana (MA)
2005,2700102,3,Água Branca (AL) || Água Branca (PB) || Água Branca (PI)
2005,2700706,2,Batalha (AL) || Batalha (PI)
2005,3506805,2,Bocaina (PI) || Bocaina (SP)
2005,4302303,4,Bom Jesus (PI) || Bom Jesus (RN) || Bom Jesus (RS) || Bom Jesus (SC)
2005,5002803,2,Caracol (MS) || Caracol (PI)
2005,2612554,2,Santa Filomena (PE) || Santa Filomena (PI)
2005,5108402,2,Várzea Grande (MT) || Várzea Grande (PI)
2005,4201901,2,Aurora (CE) || Aurora (SC)
2005,4104808,2,Cascavel (CE) || Cascavel (PR)
2005,2604304,2,Cedro (CE) || Cedro (PE)
2005,5209705,2,Hidrolândia (CE) || Hidrolândia (GO)
2005,4110052,2,Iguatu (CE) || Iguatu (PR)
2005,4310405,2,Independência (CE) || Independência (RS)
2005,5005004,2,Jardim (CE) || Jardim (MS)
2005,2921302,2,Milagres (BA) || Milagres (CE)
2005,5213806,2,Morrinhos (CE) || Morrinhos (GO)
2005,2804904,2,Pacatuba (CE) || Pacatuba (SE)
2005,2511004,2,Pedra Branca (CE) || Pedra Branca (PB)
2005,2412005,2,São Gonçalo do Amarante (CE) || São Gonçalo do Amarante (RN)
2005,2800506,2,Areia Branca (RN) || Areia Branca (SE)
2005,5002704,3,Campo Grande (AL) || Campo Grande (MS) || Campo Grande (RN)
2005,2501534,2,Baraúna (PB) || Baraúna (RN)
2005,2602506,2,Brejinho (PE) || Brejinho (RN)
2005,2504074,2,Caraúbas (PB) || Caraúbas (RN)
2005,2610400,2,Parnamirim (PE) || Parnamirim (RN)
2005,5210802,2,Itajá (GO) || Itajá (RN)
2005,2917904,2,Jandaíra (BA) || Jandaíra (RN)
2005,2703908,2,Jundiá (AL) || Jundiá (RN)
2005,3145901,3,Ouro Branco (AL) || Ouro Branco (MG) || Ouro Branco (RN)
2005,4316907,2,Santa Maria (RN) || Santa Maria (RS)
2005,5106372,2,Pedra Preta (MT) || Pedra Preta (RN)
2005,2511608,2,Pilões (PB) || Pilões (RN)
2005,2926400,2,Riacho de Santana (BA) || Riacho de Santana (RN)
2005,2805901,2,Riachuelo (RN) || Riachuelo (SE)
2005,2927200,2,Ruy Barbosa (BA) || Ruy Barbosa (RN)
2005,2612455,3,Santa Cruz (PB) || Santa Cruz (PE) || Santa Cruz (RN)
2005,3550407,2,São Pedro (RN) || São Pedro (SP)
2005,4126108,2,São Tomé (PR) || São Tomé (RN)
2005,3551009,2,São Vicente (RN) || São Vicente (SP)
2005,2930501,2,Serrinha (BA) || Serrinha (RN)
2005,4217907,2,Tangará (RN) || Tangará (SC)
2005,4322707,4,Vera Cruz (BA) || Vera Cruz (RN) || Vera Cruz (RS) || Vera Cruz (SP)
2005,3171303,3,Viçosa (AL) || Viçosa (MG) || Viçosa (RN)
2005,2600609,2,Alagoinha (PB) || Alagoinha (PE)
2005,4101705,2,Araruna (PB) || Araruna (PR)
2005,4303400,2,Caiçara (PB) || Caiçara (RS)
2005,2908606,2,Conde (BA) || Conde (PB)
2005,2802908,2,Itabaiana (PB) || Itabaiana (SE)
2005,3522802,2,Itaporanga (PB) || Itaporanga (SP)
2005,2610707,2,Paulista (PB) || Paulista (PE)
2005,2706901,2,Pilar (AL) || Pilar (PB)
2005,3152808,2,Prata (MG) || Prata (PB)
2005,2925808,2,Queimadas (BA) || Queimadas (PB)
2005,2611533,2,Quixaba (PB) || Quixaba (PE)
2005,4215505,2,Santa Cecília (PB) || Santa Cecília (SC)
2005,3547809,2,Santo André (PB) || Santo André (SP)
2005,5219803,5,São Domingos (BA) || São Domingos (GO) || São Domingos (PB) || São Domingos (SC) || São Domingos (SE)
2005,3551702,2,Sertãozinho (PB) || Sertãozinho (SP)
2005,4320800,2,Soledade (PB) || Soledade (RS)
2005,2931202,2,Taperoá (BA) || Taperoá (PB)
2005,4321352,2,Tavares (PB) || Tavares (RS)
2005,4322004,3,Triunfo (PB) || Triunfo (PE) || Triunfo (RS)
2005,2802205,2,Feira Nova (PE) || Feira Nova (SE)
2005,4107900,2,Floresta (PE) || Floresta (PR)
2005,4110300,2,Inajá (PE) || Inajá (PR)
2005,4111100,3,Itambé (BA) || Itambé (PE) || Itambé (PR)
2005,3137536,2,Lagoa Grande (MG) || Lagoa Grande (PE)
2005,4212700,2,Petrolândia (PE) || Petrolândia (SC)
2005,5107776,4,Santa Terezinha (BA) || Santa Terezinha (MT) || Santa Terezinha (PE) || Santa Terezinha (SC)
2005,4124806,2,São João (PE) || São João (PR)
2005,2931707,2,Terra Nova (BA) || Terra Nova (PE)
2005,5221403,2,Trindade (GO) || Trindade (PE)
2005,4102208,2,Atalaia (AL) || Atalaia (PR)
2005,3111002,2,Campestre (AL) || Campestre (MG)
2005,4203303,2,Campo Alegre (AL) || Campo Alegre (SC)
2005,2801306,2,Capela (AL) || Capela (SE)
2005,4210506,2,Maravilha (AL) || Maravilha (SC)
2005,3535002,2,Palestina (AL) || Palestina (SP)
2005,5217203,2,Piranhas (AL) || Piranhas (GO)
2005,3550704,2,São Sebastião (AL) || São Sebastião (SP)
2005,4119301,2,Pinhão (PR) || Pinhão (SE)
2005,4215604,2,Santa Rosa de Lima (SC) || Santa Rosa de Lima (SE)
2005,3549003,3,São Francisco (MG) || São Francisco (SE) || São Francisco (SP)
2005,5203203,2,Barro Alto (BA) || Barro Alto (GO)
2005,4202156,2,Belmonte (BA) || Belmonte (SC)
2005,3111804,2,Canápolis (BA) || Canápolis (MG)
2005,5102702,2,Canarana (BA) || Canarana (MT)
2005,3112000,2,Candeias (BA) || Candeias (MG)
2005,4205175,2,Entre Rios (BA) || Entre Rios (SC)
2005,3524204,2,Jaborandi (BA) || Jaborandi (SP)
2005,5212204,3,Jussara (BA) || Jussara (GO) || Jussara (PR)
2005,5214051,3,Mundo Novo (BA) || Mundo Novo (GO) || Mundo Novo (MS)
2005,4117008,2,Nova Fátima (BA) || Nova Fátima (PR)
2005,4211652,3,Novo Horizonte (BA) || Novo Horizonte (SC) || Novo Horizonte (SP)
2005,4314704,4,Planalto (BA) || Planalto (PR) || Planalto (RS) || Planalto (SP)
2005,3157203,2,Santa Bárbara (BA) || Santa Bárbara (MG)
2005,4318309,2,São Gabriel (BA) || São Gabriel (RS)
2005,4320701,2,Sobradinho (BA) || Sobradinho (RS)
2005,3554300,2,Teodoro Sampaio (BA) || Teodoro Sampaio (SP)
2005,3306107,2,Valença (BA) || Valença (RJ)
2005,5100201,2,Água Boa (MG) || Água Boa (MT)
2005,4201208,2,Antônio Carlos (MG) || Antônio Carlos (SC)
2005,4103008,3,Boa Esperança (ES) || Boa Esperança (MG) || Boa Esperança (PR)
2005,4103206,2,Bom Sucesso (MG) || Bom Sucesso (PR)
2005,5204250,2,Cachoeira Dourada (GO) || Cachoeira Dourada (MG)
2005,4104451,3,Cantagalo (MG) || Cantagalo (PR) || Cantagalo (RJ)
2005,5208103,2,Formoso (GO) || Formoso (MG)
2005,4206405,2,Guaraciaba (MG) || Guaraciaba (SC)
2005,4110409,2,Indianópolis (MG) || Indianópolis (PR)
2005,3522406,2,Itapeva (MG) || Itapeva (SP)
2005,4310900,2,Jacutinga (MG) || Jacutinga (RS)
2005,5212253,2,Lagoa Santa (GO) || Lagoa Santa (MG)
2005,4113254,2,Laranjal (MG) || Laranjal (PR)
2005,3302858,2,Mesquita (MG) || Mesquita (RJ)
2005,3541208,2,Presidente Bernardes (MG) || Presidente Bernardes (SP)
2005,4318200,2,São Francisco de Paula (MG) || São Francisco de Paula (RS)
2005,4126900,2,Tapira (MG) || Tapira (PR)
2005,3553500,2,Tapiraí (MG) || Tapiraí (SP)
2005,4127700,2,Toledo (MG) || Toledo (PR)
2005,3555307,2,Turmalina (MG) || Turmalina (SP)
2005,4219176,2,Vargem Bonita (MG) || Vargem Bonita (SC)
2005,4128500,2,Wenceslau Braz (MG) || Wenceslau Braz (PR)
2005,4200804,2,Anchieta (ES) || Anchieta (SC)
2005,3543907,2,Rio Claro (RJ) || Rio Claro (SP)
2005,4202099,2,Barra Bonita (SC) || Barra Bonita (SP)
2005,4103453,2,Cafelândia (PR) || Cafelândia (SP)
2005,5003751,2,Eldorado (MS) || Eldorado (SP)
2005,5207501,2,Estrela do Norte (GO) || Estrela do Norte (SP)
2005,4108809,2,Guaíra (PR) || Guaíra (SP)
2005,4109203,2,Guaraci (PR) || Guaraci (SP)
2005,4208955,2,Jardinópolis (SC) || Jardinópolis (SP)
2005,4211108,2,Monte Castelo (SC) || Monte Castelo (SP)
2005,4211850,2,Ouro Verde (SC) || Ouro Verde (SP)
2005,4117800,2,Palmital (PR) || Palmital (SP)
2005,4212239,2,Paraíso (SC) || Paraíso (SP)
2005,4212908,2,Pinhalzinho (SC) || Pinhalzinho (SP)
2005,4119657,2,Pitangueiras (PR) || Pitangueiras (SP)
2005,4213807,2,Praia Grande (SC) || Praia Grande (SP)
2005,4215356,2,Saltinho (SC) || Saltinho (SP)
2005,5219357,2,Santa Isabel (GO) || Santa Isabel (SP)
2005,4123824,2,Santa Lúcia (PR) || Santa Lúcia (SP)
2005,4216008,2,São Carlos (SC) || São Carlos (SP)
2005,5220405,2,São Simão (GO) || São Simão (SP)
2005,4127403,2,Terra Roxa (PR) || Terra Roxa (SP)
2005,4219150,2,Vargem (SC) || Vargem (SP)
2005,5001508,2,Bandeirantes (MS) || Bandeirantes (PR)
2005,4301800,2,Barracão (PR) || Barracão (RS)
2005,4204004,2,Catanduvas (PR) || Catanduvas (SC)
2005,4305603,2,Colorado (PR) || Colorado (RS)
2005,5003504,2,Douradina (MS) || Douradina (PR)
2005,5103908,2,General Carneiro (MT) || General Carneiro (PR)
2005,4207858,2,Irati (PR) || Irati (SC)
2005,5214804,2,Nova Aurora (GO) || Nova Aurora (PR)
2005,5106232,2,Nova Olímpia (MT) || Nova Olímpia (PR)
2005,4212056,2,Palmeira (PR) || Palmeira (SC)
2005,5007307,2,Rio Negro (MS) || Rio Negro (PR)
2005,4320107,2,Sarandi (PR) || Sarandi (RS)
2005,4320909,2,Tapejara (PR) || Tapejara (RS)
2005,4218806,2,Turvo (PR) || Turvo (SC)
2005,5215009,2,Nova Veneza (GO) || Nova Veneza (SC)
2005,4319109,2,São Martinho (RS) || São Martinho (SC)
2006,2109239,2,Presidente Médici (MA) || Presidente Médici (RO)
2006,4128625,2,Alto Paraíso (PR) || Alto Paraíso (RO)
2006,3109303,2,Buritis (MG) || Buritis (RO)
2006,3136603,2,Nova União (MG) || Nova União (RO)
2006,4306205,3,Cruzeiro do Sul (AC) || Cruzeiro do Sul (PR) || Cruzeiro do Sul (RS)
2006,5107206,2,Rio Branco (AC) || Rio Branco (MT)
2006,4309704,2,Humaitá (AM) || Humaitá (RS)
2006,4208401,2,Itapiranga (AM) || Itapiranga (SC)
2006,4112405,2,Japurá (AM) || Japurá (PR)
2006,3552700,2,Tabatinga (AM) || Tabatinga (SP)
2006,4300554,3,Alto Alegre (RR) || Alto Alegre (RS) || Alto Alegre (SP)
2006,3108107,2,Bonfim (MG) || Bonfim (RR)
2006,2700805,3,Belém (AL) || Belém (PA) || Belém (PB)
2006,1703305,2,Bom Jesus do Tocantins (PA) || Bom Jesus do Tocantins (TO)
2006,5002209,4,Bonito (BA) || Bonito (MS) || Bonito (PA) || Bonito (PE)
2006,4104501,2,Capanema (PA) || Capanema (PR)
2006,2407807,2,Monte Alegre (PA) || Monte Alegre (RN)
2006,1716307,2,Pau D'Arco (PA) || Pau D'Arco (TO)
2006,2611408,2,Primavera (PA) || Primavera (PE)
2006,2311603,2,Redenção (CE) || Redenção (PA)
2006,3305406,2,Sapucaia (PA) || Sapucaia (RJ)
2006,2928208,2,Santana (AP) || Santana (BA)
2006,4300604,2,Alvorada (RS) || Alvorada (TO)
2006,2100873,2,Araguanã (MA) || Araguanã (TO)
2006,4303103,3,Cachoeirinha (PE) || Cachoeirinha (RS) || Cachoeirinha (TO)
2006,2203701,2,Esperantina (PI) || Esperantina (TO)
2006,2910750,2,Fátima (BA) || Fátima (TO)
2006,2910859,2,Filadélfia (BA) || Filadélfia (TO)
2006,4311403,2,Lajeado (RS) || Lajeado (TO)
2006,3303104,2,Natividade (RJ) || Natividade (TO)
2006,2922508,2,Nazaré (BA) || Nazaré (TO)
2006,2510204,3,Nova Olinda (CE) || Nova Olinda (PB) || Nova Olinda (TO)
2006,3204302,2,Presidente Kennedy (ES) || Presidente Kennedy (TO)
2006,3154457,2,Riachinho (MG) || Riachinho (TO)
2006,4117602,2,Palmas (PR) || Palmas (TO)
2006,3300506,3,Bom Jardim (MA) || Bom Jardim (PE) || Bom Jardim (RJ)
2006,3511300,2,Cedral (MA) || Cedral (SP)
2006,4305587,2,Colinas (MA) || Colinas (RS)
2006,5206909,2,Davinópolis (GO) || Davinópolis (MA)
2006,4115903,2,Mirador (MA) || Mirador (PR)
2006,2925600,2,Presidente Dutra (BA) || Presidente Dutra (MA)
2006,3153202,2,Presidente Juscelino (MA) || Presidente Juscelino (MG)
2006,4215554,4,Santa Helena (MA) || Santa Helena (PB) || Santa Helena (PR) || Santa Helena (SC)
2006,4123600,3,Santa Inês (BA) || Santa Inês (MA) || Santa Inês (PR)
2006,3157807,4,Santa Luzia (BA) || Santa Luzia (MA) || Santa Luzia (MG) || Santa Luzia (PB)
2006,2513703,2,Santa Rita (MA) || Santa Rita (PB)
2006,2513901,2,São Bento (MA) || São Bento (PB)
2006,4216305,2,São João Batista (MA) || São João Batista (SC)
2006,3162708,2,São João do Paraíso (MA) || São João do Paraíso (MG)
2006,2413706,2,Sítio Novo (MA) || Sítio Novo (RN)
2006,3205101,2,Viana (ES) || Viana (MA)
2006,2700102,3,Água Branca (AL) || Água Branca (PB) || Água Branca (PI)
2006,2700706,2,Batalha (AL) || Batalha (PI)
2006,3506805,2,Bocaina (PI) || Bocaina (SP)
2006,4302303,4,Bom Jesus (PI) || Bom Jesus (RN) || Bom Jesus (RS) || Bom Jesus (SC)
2006,5002803,2,Caracol (MS) || Caracol (PI)
2006,2612554,2,Santa Filomena (PE) || Santa Filomena (PI)
2006,5108402,2,Várzea Grande (MT) || Várzea Grande (PI)
2006,4201901,2,Aurora (CE) || Aurora (SC)
2006,4104808,2,Cascavel (CE) || Cascavel (PR)
2006,2604304,2,Cedro (CE) || Cedro (PE)
2006,5209705,2,Hidrolândia (CE) || Hidrolândia (GO)
2006,4110052,2,Iguatu (CE) || Iguatu (PR)
2006,4310405,2,Independência (CE) || Independência (RS)
2006,5005004,2,Jardim (CE) || Jardim (MS)
2006,2921302,2,Milagres (BA) || Milagres (CE)
2006,5213806,2,Morrinhos (CE) || Morrinhos (GO)
2006,2804904,2,Pacatuba (CE) || Pacatuba (SE)
2006,2511004,2,Pedra Branca (CE) || Pedra Branca (PB)
2006,2412005,2,São Gonçalo do Amarante (CE) || São Gonçalo do Amarante (RN)
2006,2800506,2,Areia Branca (RN) || Areia Branca (SE)
2006,5002704,3,Campo Grande (AL) || Campo Grande (MS) || Campo Grande (RN)
2006,2501534,2,Baraúna (PB) || Baraúna (RN)
2006,2602506,2,Brejinho (PE) || Brejinho (RN)
2006,2504074,2,Caraúbas (PB) || Caraúbas (RN)
2006,2610400,2,Parnamirim (PE) || Parnamirim (RN)
2006,5210802,2,Itajá (GO) || Itajá (RN)
2006,2917904,2,Jandaíra (BA) || Jandaíra (RN)
2006,2703908,2,Jundiá (AL) || Jundiá (RN)
2006,3145901,3,Ouro Branco (AL) || Ouro Branco (MG) || Ouro Branco (RN)
2006,4316907,2,Santa Maria (RN) || Santa Maria (RS)
2006,5106372,2,Pedra Preta (MT) || Pedra Preta (RN)
2006,2511608,2,Pilões (PB) || Pilões (RN)
2006,2926400,2,Riacho de Santana (BA) || Riacho de Santana (RN)
2006,2805901,2,Riachuelo (RN) || Riachuelo (SE)
2006,2927200,2,Ruy Barbosa (BA) || Ruy Barbosa (RN)
2006,2612455,3,Santa Cruz (PB) || Santa Cruz (PE) || Santa Cruz (RN)
2006,3550407,2,São Pedro (RN) || São Pedro (SP)
2006,4126108,2,São Tomé (PR) || São Tomé (RN)
2006,3551009,2,São Vicente (RN) || São Vicente (SP)
2006,2930501,2,Serrinha (BA) || Serrinha (RN)
2006,4217907,2,Tangará (RN) || Tangará (SC)
2006,4322707,4,Vera Cruz (BA) || Vera Cruz (RN) || Vera Cruz (RS) || Vera Cruz (SP)
2006,3171303,3,Viçosa (AL) || Viçosa (MG) || Viçosa (RN)
2006,2600609,2,Alagoinha (PB) || Alagoinha (PE)
2006,4101705,2,Araruna (PB) || Araruna (PR)
2006,4303400,2,Caiçara (PB) || Caiçara (RS)
2006,2908606,2,Conde (BA) || Conde (PB)
2006,2802908,2,Itabaiana (PB) || Itabaiana (SE)
2006,3522802,2,Itaporanga (PB) || Itaporanga (SP)
2006,2610707,2,Paulista (PB) || Paulista (PE)
2006,2706901,2,Pilar (AL) || Pilar (PB)
2006,3152808,2,Prata (MG) || Prata (PB)
2006,2925808,2,Queimadas (BA) || Queimadas (PB)
2006,2611533,2,Quixaba (PB) || Quixaba (PE)
2006,4215505,2,Santa Cecília (PB) || Santa Cecília (SC)
2006,3547809,2,Santo André (PB) || Santo André (SP)
2006,5219803,5,São Domingos (BA) || São Domingos (GO) || São Domingos (PB) || São Domingos (SC) || São Domingos (SE)
2006,3551702,2,Sertãozinho (PB) || Sertãozinho (SP)
2006,4320800,2,Soledade (PB) || Soledade (RS)
2006,2931202,2,Taperoá (BA) || Taperoá (PB)
2006,4321352,2,Tavares (PB) || Tavares (RS)
2006,4322004,3,Triunfo (PB) || Triunfo (PE) || Triunfo (RS)
2006,2802205,2,Feira Nova (PE) || Feira Nova (SE)
2006,4107900,2,Floresta (PE) || Floresta (PR)
2006,4110300,2,Inajá (PE) || Inajá (PR)
2006,4111100,3,Itambé (BA) || Itambé (PE) || Itambé (PR)
2006,3137536,2,Lagoa Grande (MG) || Lagoa Grande (PE)
2006,4212700,2,Petrolândia (PE) || Petrolândia (SC)
2006,5107776,4,Santa Terezinha (BA) || Santa Terezinha (MT) || Santa Terezinha (PE) || Santa Terezinha (SC)
2006,4124806,2,São João (PE) || São João (PR)
2006,2931707,2,Terra Nova (BA) || Terra Nova (PE)
2006,5221403,2,Trindade (GO) || Trindade (PE)
2006,4102208,2,Atalaia (AL) || Atalaia (PR)
2006,3111002,2,Campestre (AL) || Campestre (MG)
2006,4203303,2,Campo Alegre (AL) || Campo Alegre (SC)
2006,2801306,2,Capela (AL) || Capela (SE)
2006,4210506,2,Maravilha (AL) || Maravilha (SC)
2006,3535002,2,Palestina (AL) || Palestina (SP)
2006,5217203,2,Piranhas (AL) || Piranhas (GO)
2006,3550704,2,São Sebastião (AL) || São Sebastião (SP)
2006,4119301,2,Pinhão (PR) || Pinhão (SE)
2006,4215604,2,Santa Rosa de Lima (SC) || Santa Rosa de Lima (SE)
2006,3549003,3,São Francisco (MG) || São Francisco (SE) || São Francisco (SP)
2006,5203203,2,Barro Alto (BA) || Barro Alto (GO)
2006,4202156,2,Belmonte (BA) || Belmonte (SC)
2006,3111804,2,Canápolis (BA) || Canápolis (MG)
2006,5102702,2,Canarana (BA) || Canarana (MT)
2006,3112000,2,Candeias (BA) || Candeias (MG)
2006,4205175,2,Entre Rios (BA) || Entre Rios (SC)
2006,3524204,2,Jaborandi (BA) || Jaborandi (SP)
2006,5212204,3,Jussara (BA) || Jussara (GO) || Jussara (PR)
2006,5214051,3,Mundo Novo (BA) || Mundo Novo (GO) || Mundo Novo (MS)
2006,4117008,2,Nova Fátima (BA) || Nova Fátima (PR)
2006,4211652,3,Novo Horizonte (BA) || Novo Horizonte (SC) || Novo Horizonte (SP)
2006,4314704,4,Planalto (BA) || Planalto (PR) || Planalto (RS) || Planalto (SP)
2006,3157203,2,Santa Bárbara (BA) || Santa Bárbara (MG)
2006,4318309,2,São Gabriel (BA) || São Gabriel (RS)
2006,4320701,2,Sobradinho (BA) || Sobradinho (RS)
2006,3554300,2,Teodoro Sampaio (BA) || Teodoro Sampaio (SP)
2006,3306107,2,Valença (BA) || Valença (RJ)
2006,5100201,2,Água Boa (MG) || Água Boa (MT)
2006,4201208,2,Antônio Carlos (MG) || Antônio Carlos (SC)
2006,4103008,3,Boa Esperança (ES) || Boa Esperança (MG) || Boa Esperança (PR)
2006,4103206,2,Bom Sucesso (MG) || Bom Sucesso (PR)
2006,5204250,2,Cachoeira Dourada (GO) || Cachoeira Dourada (MG)
2006,4104451,3,Cantagalo (MG) || Cantagalo (PR) || Cantagalo (RJ)
2006,5208103,2,Formoso (GO) || Formoso (MG)
2006,4206405,2,Guaraciaba (MG) || Guaraciaba (SC)
2006,4110409,2,Indianópolis (MG) || Indianópolis (PR)
2006,3522406,2,Itapeva (MG) || Itapeva (SP)
2006,4310900,2,Jacutinga (MG) || Jacutinga (RS)
2006,5212253,2,Lagoa Santa (GO) || Lagoa Santa (MG)
2006,4113254,2,Laranjal (MG) || Laranjal (PR)
2006,3302858,2,Mesquita (MG) || Mesquita (RJ)
2006,3541208,2,Presidente Bernardes (MG) || Presidente Bernardes (SP)
2006,4318200,2,São Francisco de Paula (MG) || São Francisco de Paula (RS)
2006,4126900,2,Tapira (MG) || Tapira (PR)
2006,3553500,2,Tapiraí (MG) || Tapiraí (SP)
2006,4127700,2,Toledo (MG) || Toledo (PR)
2006,3555307,2,Turmalina (MG) || Turmalina (SP)
2006,4219176,2,Vargem Bonita (MG) || Vargem Bonita (SC)
2006,4128500,2,Wenceslau Braz (MG) || Wenceslau Braz (PR)
2006,4200804,2,Anchieta (ES) || Anchieta (SC)
2006,3543907,2,Rio Claro (RJ) || Rio Claro (SP)
2006,4202099,2,Barra Bonita (SC) || Barra Bonita (SP)
2006,4103453,2,Cafelândia (PR) || Cafelândia (SP)
2006,5003751,2,Eldorado (MS) || Eldorado (SP)
2006,5207501,2,Estrela do Norte (GO) || Estrela do Norte (SP)
2006,4108809,2,Guaíra (PR) || Guaíra (SP)
2006,4109203,2,Guaraci (PR) || Guaraci (SP)
2006,4208955,2,Jardinópolis (SC) || Jardinópolis (SP)
2006,4211108,2,Monte Castelo (SC) || Monte Castelo (SP)
2006,4211850,2,Ouro Verde (SC) || Ouro Verde (SP)
2006,4117800,2,Palmital (PR) || Palmital (SP)
2006,4212239,2,Paraíso (SC) || Paraíso (SP)
2006,4212908,2,Pinhalzinho (SC) || Pinhalzinho (SP)
2006,4119657,2,Pitangueiras (PR) || Pitangueiras (SP)
2006,4213807,2,Praia Grande (SC) || Praia Grande (SP)
2006,4215356,2,Saltinho (SC) || Saltinho (SP)
2006,5219357,2,Santa Isabel (GO) || Santa Isabel (SP)
2006,4123824,2,Santa Lúcia (PR) || Santa Lúcia (SP)
2006,4216008,2,São Carlos (SC) || São Carlos (SP)
2006,5220405,2,São Simão (GO) || São Simão (SP)
2006,4127403,2,Terra Roxa (PR) || Terra Roxa (SP)
2006,4219150,2,Vargem (SC) || Vargem (SP)
2006,5001508,2,Bandeirantes (MS) || Bandeirantes (PR)
2006,4301800,2,Barracão (PR) || Barracão (RS)
2006,4204004,2,Catanduvas (PR) || Catanduvas (SC)
2006,4305603,2,Colorado (PR) || Colorado (RS)
2006,5003504,2,Douradina (MS) || Douradina (PR)
2006,5103908,2,General Carneiro (MT) || General Carneiro (PR)
